position,title,place_id,rating,reviews,type,address,phone,website,hours,cidade_oficial,categoria_governo,data_extracao_oficial,auditoria_governo,latitude,longitude
14,Design Filmes,ChIJQ5nLKY7IoQARqBKl3aAASO8,5,1,Estúdio de fotografia,"Av. Gov. Israel Pinheiro, 104 - Várzea de Baixo, Tiradentes - MG, 36325-000, Brasil",+55 31 99692-5005,http://www.designfilmes.com/,Fechado ⋅ Abre às 08:00,"Tiradentes, MG",estudios_arte,2025-07-29T06:04:19.640539,COMPLETA,-21.119386,-44.169030799999994
1,50 Tons de Malte,ChIJRQKh6q64oQARH6Qe7zW3Wvg,4.8,495,Bar de cervejas,"R. dos Inconfidentes, 98 - Centro Histórico, Tiradentes - MG, 36325-000, Brasil",+55 32 99833-1316,http://www.facebook.com/50tonsdemalte,Fechado ⋅ Abre qua. às 16:00,"Tiradentes, MG",cervejarias_artesanais,2025-07-29T06:04:23.037959,COMPLETA,-21.111201299999998,-44.1729905
2,Cervejaria em Tiradentes - Duquim,ChIJnXmF5tO_oQARrNetotbq6OI,4.6,208,Bar de cervejas,"R. Alvarenga Peixoto, 1548 - Tiradentes, MG, 36325-000, Brasil",+55 37 99988-4104,https://www.instagram.com/cervejariaduquim,Fechado ⋅ Abre sex. às 11:00,"Tiradentes, MG",cervejarias_artesanais,2025-07-29T06:04:23.037959,COMPLETA,-21.1044898,-44.1542029
3,Cervejaria Sanfras,ChIJyfIGLmPBoQARCx5l0Y4Xu-M,5,40,Microcervejaria,"Av. Gov. Israel Pinheiro, 1700 - Parque dos Bandeirantes, Tiradentes - MG, 36325-000, Brasil",+55 32 98879-7044,https://www.instagram.com/cervejaria_sanfras/,Fechado ⋅ Abre às 07:30,"Tiradentes, MG",cervejarias_artesanais,2025-07-29T06:04:23.037959,COMPLETA,-21.132811399999998,-44.1693912
4,Entrepot du Vin,ChIJQ4q2Cqy4oQARsngfa4n5Y0w,4.8,505,Bar de vinhos,"R. Direita, 205 - Tiradentes, MG, 36325-000, Brasil",+55 32 99992-2050,https://www.instagram.com/entrepotduvin/,Fechado ⋅ Abre às 14:00,"Tiradentes, MG",cervejarias_artesanais,2025-07-29T06:04:23.037959,COMPLETA,-21.1101571,-44.1756083
5,Deck Choperia Bar,ChIJEVpeR3u5oQARxCTrYNSg_Jk,4.8,159,Restaurante,"Praça Silva Jardin, 29 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99913-9653,,Fechado ⋅ Abre às 11:00,"Tiradentes, MG",cervejarias_artesanais,2025-07-29T06:04:23.037959,COMPLETA,-21.1093702,-44.1751
6,Barouk Chopp Beer Café,ChIJlbO9h6y4oQAREBTpnZT2RCA,4.1,1281,Bar,"R. Min. Gabriel Passos, 23 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 3355-1652,http://barouktiradentes.com.br/,Fechado ⋅ Abre às 09:30,"Tiradentes, MG",cervejarias_artesanais,2025-07-29T06:04:23.037959,COMPLETA,-21.110244899999998,-44.1743892
7,Choperia Jardins's.a.,ChIJ6d5CYUe5oQARCPKW6fePen0,3.1,52,Bar,"R. Pedra Rosa, 73 - Centro, Tiradentes - MG, 36325-000, Brasil",,,,"Tiradentes, MG",cervejarias_artesanais,2025-07-29T06:04:23.037959,COMPLETA,-21.1083186,-44.177040299999994
8,Cervejaria Wiermann,ChIJYetK1Zm5oQARJQBD1ZgXHwY,5,1,Microcervejaria,"Centro Histórico, Tiradentes - MG, 36325-000, Brasil",+55 31 99283-0748,,Temporarily closed,"Tiradentes, MG",cervejarias_artesanais,2025-07-29T06:04:23.037959,COMPLETA,-21.1102277,-44.1756016
9,Boteco da Fábrica - Chopperia Tiradentes,ChIJ1abcTKrAoQARsHebTQaQc8M,4.3,47,Bar,"Av. Gov. Israel Pinheiro, 72 - Várzea De Baixo, Tiradentes - MG, 36325-000, Brasil",+55 31 99722-1517,,Temporarily closed,"Tiradentes, MG",cervejarias_artesanais,2025-07-29T06:04:23.037959,COMPLETA,-21.1201302,-44.168917099999994
1,Cachaça Mazuma Mineira - Alambique e Loja,ChIJBwNaC02-oQARzPdLHjKKHdE,4.6,2731,Loja de bebidas,"Rua São Bento, 300, Bichinho, Prados - MG, 36320-000, Brasil",+55 32 99928-8004,https://mazuma.com.br/,Fechado ⋅ Abre às 09:30,"Tiradentes, MG",alambiques,2025-07-29T06:04:24.931790,COMPLETA,-21.092239,-44.123317
2,Cachaça Velho Ferreira - Tiradentes,ChIJ42KxB-e5oQARHgDDymIpp_4,4.7,59,Loja de bebidas alcoólicas,"R. Resende Costa, 62 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99813-6384,https://www.velhoferreira.com.br/,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",alambiques,2025-07-29T06:04:24.931790,COMPLETA,-21.1106718,-44.1744468
3,Confidências Mineiras - Ateliê da Cachaça,ChIJQ-1Pfay4oQAR3XMsXPjkDqU,4.2,39,Loja de bebidas alcoólicas,"R. Min. Gabriel Passos, 210 - A - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99977-2071,https://www.ateliedacachaca.com.br/,Fechado ⋅ Abre às 10:00,"Tiradentes, MG",alambiques,2025-07-29T06:04:24.931790,COMPLETA,-21.109054699999998,-44.1757505
4,Du Tonel Cachaçaria e Produtos Artesanais,ChIJgSAGak-_oQAR53u016MJYXA,5,5,Loja de Presentes,"Estrada Vitoriano Veloso - Zona Rural, Tiradentes - MG, 36325-000, Brasil",+55 21 99525-1493,,,"Tiradentes, MG",alambiques,2025-07-29T06:04:24.931790,COMPLETA,-21.0996576,-44.146125
1,Chico Doceiro,ChIJYxnzqFO_oQARV8v-HwStANA,4.7,1363,Doceria,"Tv. Francisco Pereira de Morais, 74 - Tiradentes, MG, 36325-000, Brasil",+55 32 3355-1900,,Fechado ⋅ Abre às 08:30,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1105603,-44.169650999999995
2,Doceria Flor De Lotus,ChIJs6iZZay4oQARD9Bjuujfbkg,4.2,143,Doceria,"R. Min. Gabriel Passos, 70 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 3355-1445,,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.109672,-44.1749626
3,Doce de Leite do Bolota,ChIJi2X1Vk2_oQARiXQz_d56_I4,4.5,291,Doceria,"Rua Ver, R. Ver. Antônio Hipólito Nascimento, 187 - Tiradentes, MG, 36325-000, Brasil",+55 32 98827-0292,https://www.facebook.com/docedeleitedobolota,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.107358899999998,-44.1715057
4,O Rocambole & Cia,ChIJ7ytDbqy4oQARzH4LF-XXow0,4,819,Doceria,"R. Min. Gabriel Passos, 115 - Tiradentes, MG, 36325-000, Brasil",,,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1096552,-44.1752049
5,Padaria Padre Toledo,ChIJhwxP9au4oQARwKV89FsmTzE,4.1,667,Padaria,"R. Direita, 231 - Centro Histórico, Tiradentes - MG, 36325-000, Brasil",+55 32 3355-1474,,,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1103328,-44.1757801
6,Confeitaria da Pri,ChIJL0Flttu_oQARU7QXZHXisT0,5,13,Confeitaria,"R. São José Del Rei - Mococa, Tiradentes - MG, 36325-000, Brasil",+55 32 98471-1301,https://instagram.com/confeitariadaprii?utm_medium=copy_link,Fechado ⋅ Abre qua. às 12:30,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1173845,-44.181616399999996
7,Jane's Apple,ChIJNWuBt5m5oQARWplmabDn5xg,4.8,841,Doceria,"R. São Francisco de Paula, 48 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99938-0229,https://janesapple.com.br/,Fechado ⋅ Abre qui. às 14:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1095209,-44.1736699
8,Doceria Flor De Lotus,ChIJAe6fXFO_oQAR9lDOoTt2Ka8,2.7,10,Loja,"R. dos Inconfidentes, 285 - Centro, Tiradentes - MG, 36325-000, Brasil",,,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1111695,-44.1711333
9,Vitoriano Doces - Loja Tiradentes,ChIJi2K23ry5oQARhGH2LoMuQB0,4.2,5,Doceria,"R. Min. Gabriel Passos, 238 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 98491-4502,https://www.vitorianodoces.com.br/,Fechado ⋅ Abre qui. às 09:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1089254,-44.175848599999995
10,"Vitoriano Doces - Loja Rua Direita, Tiradentes",ChIJDTblWgC5oQARyHzt9ILD1qY,5,1,Doceria,"R. Direita, 10 - Centro Histórico, Tiradentes - MG, 36325-000, Brasil",+55 32 98491-4502,http://www.vitorianodoces.com.br/,Fechado ⋅ Abre qui. às 09:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1091399,-44.1772515
11,Doces Caseiros e Artes,ChIJRzcQpK64oQARO_B3nKhXM6c,4.5,6,Doceria,"R. do Chafariz, 26 - Centro, Tiradentes - MG, 36325-000, Brasil",,,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1088898,-44.177110299999995
12,Chocolateria Puro Cacau,ChIJ30HFkay4oQARw4uHEpkLEVM,4,186,Loja de chocolates,"Largo Forras, 30 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 3355-1600,,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.110639499999998,-44.1740583
14,Padaria Mister Pão,ChIJt6xfqFO_oQAR7XfOTnN1DTc,4.2,122,Padaria,"R. Francisco Pereira Morais, 93 - Tiradentes, MG, 36325-000, Brasil",+55 32 3355-2416,,Fechado ⋅ Abre às 07:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1102751,-44.1697352
15,Mania de Doce,ChIJ6fUD6szHoQAR24-jI7bTYfE,3,4,Confeitaria,"R. Frei Veloso, 403 B - Pacu, Tiradentes - MG, 36325-000, Brasil",+55 32 98817-0205,https://linktr.ee/confeitariamaniadedoce,Fechado ⋅ Abre às 07:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1122273,-44.1891707
16,"Sabores da Alessandra ( Salgados, Doces e Bolos )",ChIJOyC4LSe_oQAR-3PaXwdaByo,5,2,Confeitaria,"R. Alvarenga Peixoto, 331 - Cuiabá, Tiradentes - MG, 36356-000, Brasil",+55 32 99920-0214,http://bit.ly/3N0Mpaw,Fechado ⋅ Abre às 07:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1099647,-44.1643202
18,Padaria do Cuiabá,ChIJ7WwAMNu_oQAROIjKt_NxBkM,4,24,Padaria,"R. Alvarenga Peixoto, 299 - Cuiabá, Tiradentes - MG, 36325-000, Brasil",+55 32 99937-6153,,Aberto ⋅ Fecha às 18:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1100852,-44.164642699999995
19,Picolé do Amado Tiradentes,ChIJPdZUp6y4oQAR5wvjnBg3cKU,4.7,360,Sorveteria,"R. dos Inconfidentes, 79 - Bela Vista, Tiradentes - MG, 36325-000, Brasil",+55 32 99988-4899,http://www.picoledoamado.com.br/,Fechado ⋅ Abre às 11:00,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.1109898,-44.172972099999996
20,Cacau Show - Chocolates,ChIJZQf6gzC5oQAR24qoELYYHJQ,4.7,13,Loja de chocolates,"R. dos Inconfidentes, 140 - Tiradentes, MG, 36325-000, Brasil",+55 32 98426-0564,https://www.cacaushow.com.br/,,"Tiradentes, MG",docerias,2025-07-29T06:04:26.560323,COMPLETA,-21.11124,-44.172526399999995
1,Agência uai trip Original Trip Turismo de Experiência,ChIJacU_U1K_oQARpFWUDVxewlE,4.8,134,Operador de turismo,"atendimento agendados WhatsApp, R. Martins Paolucci, 90 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 98848-3283,https://www.instagram.com/uaitrip/,,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.111888699999998,-44.173626899999995
2,Agencia de Turismo Estrada Real,ChIJle4falO_oQARHGTWh6Cwsdw,4.5,207,Agência de viagens,"R. dos Inconfidentes, 218 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 3355-1187,https://www.tiradentesestradareal.com.br/,Fechado ⋅ Abre às 08:00,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.1112957,-44.171794899999995
3,Uai Sô Agencia de Turismo,ChIJ1ThyiFO_oQARfluCu_gvw0I,4.3,143,Agência de turismo,"R. dos Inconfidentes, N° 407 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 3355-2329,https://uaisoturismo.com/,Fechado ⋅ Abre às 08:00,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.1111061,-44.1700297
4,Agência Trajjetus Receptivo,ChIJz4PnsK64oQAReNDX8SvIyp4,4.9,11,Escritório da empresa,"R. Jogo de Bola, 37 - Tiradentes, MG, 36325-000, Brasil",+55 32 99979-9836,,,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.1091058,-44.1775866
5,Walking Tour Becos de Tiradentes,ChIJ_x3RTqy5oQAR1DFe0MfFCrk,4.9,187,Agência de turismo,"R. Custódio Gomes, 13 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 98810-6628,https://tiradenteswalkingtour.com.br/,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.1090177,-44.175176099999995
6,"CL Transportes viagens , Turismos e eventos",ChIJrdtBfADBoQARdcHwX_AIuPI,5,12,Agência de viagens a pontos turísticos,"R. Ovídio de Abreu, 1123 - Tiradentes, MG, 36325-000, Brasil",+55 32 99984-6298,https://www.instagram.com/cl_trasporte_viagens_e_evento?igsh=Mmo1N2xkMHl3cWZx,Aberto 24 horas,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.122748899999998,-44.1704205
7,Mais Minas Turismo Receptivo,ChIJ4e3q72e5oQARqZEGPuf4wBU,4,2,Agência de turismo,"R. Santíssima Trindade, 16 - Tiradentes, MG, 36325-000, Brasil",+55 31 99978-7787,https://guiadaestrada.com.br/listings/mais-minas-turismo-receptivo/,Aberto 24 horas,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.109799799999998,-44.1781722
8,Caminhos de Trilhas Viva Minas,ChIJNfQJQVK_oQAReNtThUfLZnE,4.7,24,Agência de viagens,"R. Custódio Gomes, 13 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99967-9665,,Fechado ⋅ Abre às 08:00,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.108994499999998,-44.1751386
9,O que fazer em Tiradentes?,ChIJ5WzMJfW5oQARa8zce4A2B4M,5,1,Agência de turismo,"R. Custódio Gomes, 13 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 98810-6628,http://oquefazeremtiradentes.com.br/,,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.1089789,-44.1751869
10,HLERA OFF ROAD,ChIJj9S4FES_oQARvvrJjeYQwDs,4.4,217,Agência de turismo,"R. Alvarenga Peixoto, 990 - Tiradentes, MG, 36325-000, Brasil",+55 32 99822-0492,,Fechado ⋅ Abre qua. às 09:00,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.106295199999998,-44.156473299999995
11,Dakar Loc,ChIJyfAHvx3BoQAR1ljs2X73bmM,4.7,58,Agência de viagens,"Av. Gov. Israel Pinheiro, 18 - Várzea, Tiradentes - MG, 36325-000, Brasil",+55 32 98423-6513,,Fechado ⋅ Abre qui. às 08:30,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.1181566,-44.1691808
12,Operadora Tiradentesbrasil - Ecoturismo,ChIJ-WtMyqy4oQARvr2MKqR8d1Q,5,1,Agência de viagens,"R. Henrique Diniz, 119 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 3355-2477,,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.111217699999997,-44.1729875
13,Charretes Turísticas De Tiradentes,ChIJyXdjmqy4oQAR6UEwt9goIOk,2.3,35,Operador de turismo,"Tiradentes, MG, 36325-000, Brasil",+55 31 98444-1978,,,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.1103204,-44.173642199999996
14,Andantes da Estrada Real,ChIJQwrVfQi_oQARicU21M9iTYc,5,50,Serviço de passeio a cavalo,"Rua Vereador José Inácio Veloso, 1455 - Cuiaba, Tiradentes - MG, 36325-000, Brasil",+55 32 99903-8242,https://www.instagram.com/andantesdaestradareal/,Aberto 24 horas,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.112072299999998,-44.143111
15,Guia Turista Tiradentes,ChIJ4Tfnl1G_oQARTwXWPVGYQDY,,0,Agência de viagens,"R. Alvarenga Peixoto, 89 - Tiradentes, MG, 36325-000, Brasil",+55 32 3355-1530,,,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.1102152,-44.1661389
16,Guia Passeios Ecológicos,ChIJexDMSlC_oQARUdT_RXzhWY4,5,1,Operador de turismo,"R. Alvarenga Peixoto, 09 - cuiaba, Tiradentes - MG, 36325-000, Brasil",+55 32 99940-8234,,Fechado ⋅ Abre sáb. às 07:00,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.1102272,-44.1649363
17,City Tour Caminhos de Tiradentes,ChIJRUgmOAC5oQARN3RaDWqH9zk,5,1,Trilha de Caminhada,"R. Min. Gabriel Passos - Tiradentes, MG, 36325-000, Brasil",+55 32 99965-8707,http://caminhosdetiradentes.com.br/,,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.110261599999998,-44.1739165
18,Jornal Tiradentes Gerais,ChIJ60_KRVK_oQARDOjq6Ac6fqs,4.5,51,Atração turística,"R. Francisco Pereira Morais, 220 - Tiradentes, MG, 36325-000, Brasil",+55 32 98848-3283,,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.1094857,-44.1688581
19,Agad Viagens,ChIJ_zudLNm_oQARSCxzW9FaMt4,,0,Agência de turismo,"R. Padroeiro Santo Antônio, 146 - Tiradentes, MG, 36325-000, Brasil",+55 32 99863-2525,,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.1065176,-44.1710674
20,Trilha do Carteiro,ChIJL9TLtzG_oQAROaWgTxmptNQ,4.7,272,Trilha de Caminhada,"Tiradentes, MG, 36325-000, Brasil",,,,"Tiradentes, MG",agencias_turismo,2025-07-29T06:04:33.558716,COMPLETA,-21.1004295,-44.1686597
10,Café Caramello Tiradentes Cafeteria,ChIJqarqFay4oQARNkEXbzLI5Ak,4.8,133,Café,"R. Min. Gabriel Passos, 238 - loja A - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 98702-4778,http://www.cafecaramello.com.br/,Fechado ⋅ Abre qui. às 09:00,"Tiradentes, MG",confeitarias,2025-07-29T06:04:35.150152,COMPLETA,-21.1087383,-44.1758655
11,Fábrica de pães oliveira,ChIJb6tOS2u_oQARq6YSvp4Bv4M,4.6,16,Padaria,"R. Padroeiro Santo Antônio, 216 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 98468-7966,,Aberto ⋅ Fecha às 19:00,"Tiradentes, MG",confeitarias,2025-07-29T06:04:35.150152,COMPLETA,-21.1062734,-44.171457499999995
13,Padaria e lanchonete Mappa dos Sabores,ChIJ9w50XZK_oQARWNJ0-08Ma-s,3.9,81,Lanchonete,"R. dos Inconfidentes, 355 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99969-0227,,Fechado ⋅ Abre às 07:00,"Tiradentes, MG",confeitarias,2025-07-29T06:04:35.150152,COMPLETA,-21.1110147,-44.1703902
14,Levi Torteria,ChIJi3ktMOa5oQARFa9WNQXnPlw,5,12,Loja de tortas,"rua alvarenga peixoto - cuiabá, Tiradentes - MG, 36325-000, Brasil",+55 32 99860-4335,https://www.instagram.com/levi_torteria/,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",confeitarias,2025-07-29T06:04:35.150152,COMPLETA,-21.1101985,-44.173528
3,Cafeteria Tiradentes - Café Vertentes,ChIJk5InJFS5oQARpwuWiNA-0Dk,4.8,119,Cafeteria,"R. Min. Gabriel Passos, 262 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99861-6614,,Fechado ⋅ Abre às 09:30,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.108694999999997,-44.176117
5,Quitanda mineira,ChIJR_x2k-i_oQARmQl9k2InnF4,4.8,199,Cafeteria,"R. Francisco Pereira Morais, 65 - centro, Tiradentes - MG, 36325-000, Brasil",+55 32 98481-1804,,Fechado ⋅ Abre qua. às 08:00,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.1109287,-44.1699351
6,Casa do Sino,ChIJc_0waay4oQARfn9TCvrr3Vs,4.6,231,Café,"R. Custódio Gomes, 39 - Tiradentes, MG, 36325-000, Brasil",+55 32 98820-0294,,Fechado ⋅ Abre às 10:00,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.1092676,-44.175060099999996
7,Porão Tiradentes,ChIJZ8OQil25oQARO9W_9utqpJE,4.9,16,Café,"R. da Camara, 8b - Tiradentes, MG, 36325-000, Brasil",+55 32 98842-3920,,Fechado ⋅ Abre qua. às 09:00,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.1098881,-44.177974999999996
8,Cafe Do Museu,ChIJ_Vz_6dO5oQARxH-qjklaxe0,5,11,Café,"R. da Cadeia - Tiradentes, MG, 36325-000, Brasil",+55 32 98493-1960,,Fechado ⋅ Abre qua. às 10:00,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.109374799999998,-44.1764813
10,Tiradentes,ChIJw-1PLAC5oQAR4Act7f3bTYg,5,6,Cafeteria,"MG, 36325-000, Brasil",,,,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.110255,-44.1735336
11,Vó Maria Artesanato,ChIJx8Tregy5oQARCX6nERkDhoE,4.6,11,Café,"R. Min. Gabriel Passos, 160 - Centro, Tiradentes - MG, 36325-000, Brasil",,,,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.1094278,-44.175260699999995
