position,title,place_id,rating,reviews,type,address,phone,website,hours,cidade_oficial,categoria_governo,data_extracao_oficial,auditoria_governo,latitude,longitude
12,Mazuma Mineira Bar & Coquetelaria,ChIJA9NNoje5oQARSaMeDDr6CgM,4.9,36,Café,"R. Direita, 159 - CENTRO HISTORICO, Tiradentes - MG, 36325-000, Brasil",+55 32 98441-5582,http://www.instagram.com.br/mazumamineirabar,Fechado ⋅ Abre qua. às 09:00,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.109876099999997,-44.175947099999995
13,Café da Praça,ChIJ0W45A_G5oQARyt5U27OZNp8,5,3,Cafeteria,"R. Resende Costa, 30 - Tiradentes, MG, 36325-000, Brasil",,,,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.1106359,-44.174005199999996
15,Pousada Cama e Café Tiradentes MG,ChIJhX8571K_oQARTTy0gp7GuhQ,4.9,142,Cama e café,"R. Manoel Morais Batista Júnior, 26 - Parque das Abelhas, Tiradentes - MG, 36325-000, Brasil",+55 32 98876-1079,http://camacafetiradentes.com.br/,,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.1088679,-44.1704951
17,"Jardins de Maria - Flora, Café e Decor",ChIJv_-vfOG5oQARXIud6iGireE,4.9,17,Cafeteria,"R. José Vicente de Almeida, 91 - São Pedro (Colônia do Marçal), Tiradentes - MG, 36325-000, Brasil",+55 32 99929-7332,,Fechado ⋅ Abre sáb. às 10:00,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.0885431,-44.2015573
18,Empório Vó Mercês,ChIJiWaLYwC5oQARw16R3fTtRvg,5,4,Cafeteria,"R. Custódio Gomes, 13 - Tiradentes, MG, 36325-000, Brasil",,,Fechado ⋅ Abre qua. às 10:00,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.109077499999998,-44.1751942
19,L.D Delícia de Sabor,ChIJ_5XdbADBoQARMwPqA35bT-k,5,1,Cafeteria,"R. Cap. Chaves Miranda - Tiradentes, MG, 36325-000, Brasil",,,,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.114686499999998,-44.1672035
20,Chocolate do Rei,ChIJn-ZbTwC5oQARE1fu6bdp3n0,4.8,4,Cafeteria,"R. da Camara, 3 - Tiradentes, MG, 36325-000, Brasil",,,,"Tiradentes, MG",cafeterias,2025-07-29T06:04:36.879981,COMPLETA,-21.1099538,-44.178075299999996
1,HAMBURGUER DO ZÉ - TIRADENTES,ChIJdz1pXqu4oQARioco2hC8g1A,4.5,941,Hamburgueria,"Whatsapp & CEL: (82, Rua: São Francisco de Paula, 23 - Centro Histórico, Tiradentes - MG, 36325-000, Brasil",+55 32 98707-6601,https://www.facebook.com/hamburguerdoze.tiradentes.7,Fechado ⋅ Abre às 18:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.109791299999998,-44.1736024
2,Uai burguer,ChIJcxSyDmO_oQARwG0UpBx2DEc,4.8,166,Hamburgueria,"R. dos Inconfidentes, 320 - Tiradentes, MG, 36325-000, Brasil",+55 32 99931-5231,,Fechado ⋅ Abre às 19:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.1113184,-44.170857999999996
3,Rango's Burger,ChIJI_UjaNm_oQARvS6n6W1QZxs,4.9,153,Hamburgueria,"R. dos Inconfidentes, 249 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99951-4444,,Fechado ⋅ Abre qua. às 11:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.1111103,-44.1713465
4,America Pizza e Burgers,ChIJ362Lzfi5oQAR0Yus4ZePQps,4.6,376,Restaurante,"R. Frederico Ozanan, 327 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99979-9320,,Fechado ⋅ Abre às 19:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.108395299999998,-44.176865
5,Sabores da Inconfidencia,ChIJ935YYs25oQAR1tG_tyG4mPg,5,19,Hamburgueria,"R. dos Inconfidentes, 60 - Tiradentes, MG, 36325-000, Brasil",+55 32 99944-0192,,Fechado ⋅ Abre qua. às 18:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.1117706,-44.1735931
8,Restaurante Habanero,ChIJJ5KxpQ25oQARs9Cm-WTsYAw,4.7,274,Restaurante mexicano,"R. dos Inconfidentes, 109 - Centro Histórico, Tiradentes - MG, 36325-000, Brasil",+55 31 98874-2001,https://conectetiradentes.com.br/atrativos/restaurante-habanero-1672139511892x146304780588810240,Fechado ⋅ Abre qua. às 18:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.1111106,-44.1726916
9,Planeta lanches,ChIJM5brPBm_oQAR9Tu94SQcaII,4.6,102,Lanchonete,"Ao lado da Pousada da Sirlei, Praça Berço da Liberdade, 08 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99925-3760,,Fechado ⋅ Abre às 18:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.1122691,-44.169053399999996
10,Montanha's Restaurante,ChIJf_giwdu5oQAR-vCDRmjAo2U,4.8,441,Restaurante,"R. Min. Gabriel Passos, 300 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 98837-7062,,Fechado ⋅ Abre às 11:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.108428,-44.176494999999996
11,Quintal Tiradentes,ChIJ0bUIVvq5oQARUJYzXL7_Qds,4.7,43,Restaurante brasileiro,"R. Padroeiro Santo Antônio, 253 - Cascalho, Tiradentes - MG, 36325-000, Brasil",+55 32 99869-8651,,Fechado ⋅ Abre às 12:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.1078875,-44.1701955
12,Boulevard Tiradentes,ChIJWzZBDpS_oQARHEQLSVX-L4A,4.9,679,Restaurante,"R. dos Inconfidentes, 217 - Tiradentes, MG, 36325-000, Brasil",+55 37 98831-0250,,Fechado ⋅ Abre às 11:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.1112015,-44.1718146
13,"Templário, Restaurante E Choperia",ChIJGechlKy4oQARac-n00zHCpI,4.3,1764,Restaurante,"R. Silvio Vasconcelos, 115-137 - Tiradentes, MG, 36325-000, Brasil",,https://templario.taplink.ws/,Fechado ⋅ Abre às 11:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.110071299999998,-44.1734893
14,SpaceBurguer,ChIJe3tAJzy_oQARKcDLY_JLXyU,3.1,8,Hamburgueria,"R. Padroeiro Santo Antônio, 158 - Tiradentes, MG, 36325-000, Brasil",+55 32 99953-7352,https://www.instagram.com/spaceburguer_23?igsh=cDJlMmM5c2R0dTNo&utm_source=qr,Fechado ⋅ Abre às 19:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.106434999999998,-44.171127399999996
15,Pacco & Bacco,ChIJw2FpBqy4oQARWfnxzYpJqSs,4.6,1041,Restaurante,"R. Direita, 166 - Tiradentes, MG, 36325-000, Brasil",+55 32 3355-1136,http://paccobacco.com.br/,Fechado ⋅ Abre às 19:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.109770899999997,-44.176272
16,Nossa Osteria Cucina Ítalo Brasileira Tiradentes,ChIJ_XhJLJm5oQAR4zMFwB4uivs,4.8,23,Restaurante italiano,"R. Francisco Cândido Barbosa, 156 - Tiradentes, MG, 36325-000, Brasil",+55 32 99810-8407,https://www.nossaosteria.com.br/,Fechado ⋅ Abre às 12:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.1056728,-44.175176099999995
18,Virada’s do Largo- Restaurante da Beth,ChIJp8HzibK4oQARcPrAk2bK_s4,4.5,1163,Restaurante Mineiro,"R. do Moinho, 11 - Prainha, Tiradentes - MG, 36325-000, Brasil",+55 32 99129-8181,http://www.viradasdolargo.com.br/,Fechado ⋅ Abre às 12:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.105554899999998,-44.1746127
19,Mandalun Restaurante E Lanchonete,ChIJjzOJiKy4oQARoUz9uBOj22Y,3.7,425,Restaurante,"R. Min. Gabriel Passos, 10 - Tiradentes, MG, 36325-000, Brasil",+55 32 3355-2176,,Fechado ⋅ Abre às 10:00,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.1100086,-44.174320099999996
20,Uaiburguer,ChIJVbQZfgC_oQAR0LqJIbrF7Gk,,0,Hamburgueria,"R. Alvarenga Peixoto, 683 - Tiradentes, MG, 36325-000, Brasil",,,,"Tiradentes, MG",hamburguerias,2025-07-29T06:04:41.982869,COMPLETA,-21.107704299999998,-44.1594439
4,Plano B Tiradentes,ChIJXYXpGay4oQARiBm3yeEVSIE,4.1,604,Bar,"R. Min. Gabriel Passos, 79 - Tiradentes, MG, 36325-000, Brasil",+55 32 99806-2564,https://planobtiradentes.com.br/,Fechado ⋅ Abre qua. às 12:00,"Tiradentes, MG",pubs,2025-07-29T06:04:43.723254,COMPLETA,-21.1099013,-44.1749854
7,Conto de Réis o Bar,ChIJFwxvkqy4oQARhJfMJX4w17A,4.2,270,Bar,"Largo Forras, 62 - Tiradentes, MG, 36325-000, Brasil",,http://www.contodereis.com.br/,Fechado ⋅ Abre às 18:00,"Tiradentes, MG",pubs,2025-07-29T06:04:43.723254,COMPLETA,-21.110164299999997,-44.1735648
9,mineiríssimo bar,ChIJsz-T9eu5oQART_d5VKfkMcU,5,60,Bar,"R. Min. Gabriel Passos, 280a - Centro, Tiradentes - MG, 36325-000, Brasil",+55 31 97241-1457,,Fechado ⋅ Abre qua. às 17:00,"Tiradentes, MG",pubs,2025-07-29T06:04:43.723254,COMPLETA,-21.108659,-44.1763447
10,Taberna Tiradentes,ChIJAd0-JC65oQAR9Ba_R_nmlh0,3.6,11,Bar,"R. Resende Costa, 66 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99195-6682,,Fechado ⋅ Abre qui. às 17:00,"Tiradentes, MG",pubs,2025-07-29T06:04:43.723254,COMPLETA,-21.1106291,-44.1736402
11,Botecão Raiz,ChIJaauMEy6_oQAR6khyfopdvho,4.8,13,Bar,"R. Alvarenga Peixoto, 1055a - Tiradentes, MG, 36325-000, Brasil",,,,"Tiradentes, MG",pubs,2025-07-29T06:04:43.723254,COMPLETA,-21.1059542,-44.155936
14,Empório Vó Alice,ChIJk_MqVmW5oQARS9IbNKY_v3c,4.6,43,Gastropub,"R. da Camara, 37 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99927-3048,,Fechado ⋅ Abre às 08:30,"Tiradentes, MG",pubs,2025-07-29T06:04:43.723254,COMPLETA,-21.1097161,-44.1779812
16,Restaurante Celso,ChIJN4JjkKy4oQARF7iAIIa_D28,4.5,1275,Restaurante Mineiro,"Largo das Forras, 80 - Tiradentes, MG, 36325-000, Brasil",+55 32 99843-8722,https://conectetiradentes.com.br/atrativos/restaurantre-celso-1697542882293x108748069508481020,Fechado ⋅ Abre qua. às 12:00,"Tiradentes, MG",pubs,2025-07-29T06:04:43.723254,COMPLETA,-21.1101627,-44.1737465
17,Taberna d'Omar - Cozinha Artesanal (Tiradentes),ChIJY2nmwkm5oQARPW8n35ZXzWE,4.6,104,Restaurante,"R. Direita, 187 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99117-3382,,Fechado ⋅ Abre qui. às 09:00,"Tiradentes, MG",pubs,2025-07-29T06:04:43.723254,COMPLETA,-21.109959,-44.175723
19,Rampa das Flores,ChIJ-TrUiKu4oQARNv5xXHJJRhc,4.4,25,Shopping center,"R. Direita, 189 - Tiradentes, MG, 36325-000, Brasil",,,Aberto 24 horas,"Tiradentes, MG",pubs,2025-07-29T06:04:43.723254,COMPLETA,-21.1104804,-44.1751052
20,Tandooh's Pub,ChIJeVptsuW_oQARcBiz8SGRmtA,,0,Pub irlandês,"R. Joaquim Ramalho, 248 - Cuiabá, Tiradentes - MG, 36325-000, Brasil",+55 32 99983-0069,,,"Tiradentes, MG",pubs,2025-07-29T06:04:43.723254,COMPLETA,-21.111225899999997,-44.1675251
1,Sorveteria Aurus Tiradentes MG,ChIJa47QrmG5oQARiBK_6I5-AY0,4.6,89,Sorveteria,"Largo das Forras, 62b - centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99972-1340,https://instagram.com/sorveteriaaurustiradentes?igshid=YmMyMTA2M2Y=,Fechado ⋅ Abre qua. às 11:00,"Tiradentes, MG",sorveterias,2025-07-29T06:04:45.727646,COMPLETA,-21.1102043,-44.1735397
3,Gelatos da Vila,ChIJGUhpHym5oQARa0fMjNh3XJU,4.4,156,Sorveteria,"R. Min. Gabriel Passos, 155 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99810-3004,https://www.angatutiradentes.com/gelatos-da-vila,Fechado ⋅ Abre às 11:00,"Tiradentes, MG",sorveterias,2025-07-29T06:04:45.727646,COMPLETA,-21.109007599999998,-44.176004299999995
4,DeliGeli,ChIJRyadylG5oQARI-79o-Wp6E8,4.5,20,Sorveteria,"R. Min. Gabriel Passos, 85 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 3554-1149,https://deligeli.com.br/,Fechado ⋅ Abre às 12:00,"Tiradentes, MG",sorveterias,2025-07-29T06:04:45.727646,COMPLETA,-21.1098192,-44.175054599999996
5,Noi Tre Gelateria,ChIJ3-36KwC5oQAR_0zxvX8Dy3w,4.3,25,Sorveteria,"Largo das Forras, 80 - Tiradentes, MG, 36325-000, Brasil",,,,"Tiradentes, MG",sorveterias,2025-07-29T06:04:45.727646,COMPLETA,-21.110360699999998,-44.1739095
6,Noitre Gelateria,ChIJJdAo1ju_oQAR8jWSUW8yFUs,4.6,11,Sorveteria,"Largo das forras, 88 - Tiradentes, MG, 36325-000, Brasil",,,Fechado ⋅ Abre às 11:00,"Tiradentes, MG",sorveterias,2025-07-29T06:04:45.727646,COMPLETA,-21.109700999999998,-44.1624865
7,Quitandinha Tiradentes,ChIJQ9Jc9ju_oQARhXB5hpwHd4o,5,1,Sorveteria,"R. Joaquim Ramalho, 205 - Centro, Tiradentes - MG, 36325-000, Brasil",,,,"Tiradentes, MG",sorveterias,2025-07-29T06:04:45.727646,COMPLETA,-21.1111179,-44.16777
8,Açaí da Sandra,ChIJqVR1T06_oQARUx_BqkA_rnw,4.6,128,Sorveteria,"R. Alberto Paoluci, 140 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99100-4777,https://instagram.com/oacaidasandra?utm_medium=copy_link,Fechado ⋅ Abre às 13:00,"Tiradentes, MG",sorveterias,2025-07-29T06:04:45.728656,COMPLETA,-21.1097146,-44.1698946
9,Frutos De Goiás,ChIJNzSJLl25oQARDZFAcmpkw7w,4.4,11,Sorveteria,"R. dos Inconfidentes, 60 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 98851-7270,https://instagram.com/frutosdegoiastiradentesmg?igshid=YmMyMTA2M2Y=,Fechado ⋅ Abre qua. às 10:00,"Tiradentes, MG",sorveterias,2025-07-29T06:04:45.728656,COMPLETA,-21.1117718,-44.1735861
12,Cantinho Doce Sorveteria,ChIJo6OAFES_oQARw1eYoibn1Ug,4,2,Doceria,"R. Joaquim Ramalho, 122 - Tiradentes, MG, 36325-000, Brasil",,,,"Tiradentes, MG",sorveterias,2025-07-29T06:04:45.728656,COMPLETA,-21.1114608,-44.1684108
13,Joca Churros e Sorvetes,ChIJWTnBOeO5oQARO6kZ0fCHinw,5,2,Sorveteria,"R. dos Inconfidentes, 98 A - Tiradentes, MG, 36325-000, Brasil",+55 37 98842-3169,,Fechado ⋅ Abre às 11:00,"Tiradentes, MG",sorveterias,2025-07-29T06:04:45.728656,COMPLETA,-21.1112155,-44.1729911
15,Sorveteria de Minas,ChIJA4mx0ha5oQARepYgdfsev_g,,0,Sorveteria,"R. Min. Gabriel Passos, 80 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99986-8681,,Fechado ⋅ Abre às 09:30,"Tiradentes, MG",sorveterias,2025-07-29T06:04:45.728656,COMPLETA,-21.1097011,-44.1749194
1,Queijos Tiradentes,ChIJu_0X8M_HoQARoW-MoviCMqA,5,273,Fabricante de queijo,"R. Antônio Gabriel Rosa - Tiradentes, MG, 36325-000, Brasil",+55 32 99915-7089,https://instagram.com/queijostiradentes?igshid=YmMyMTA2M2Y=,Fechado ⋅ Abre às 07:30,"Tiradentes, MG",queijarias,2025-07-29T06:04:48.065683,COMPLETA,-21.118211499999997,-44.1809595
2,Ouro Canastra Q'JARIA,ChIJ1fLnBay4oQARKjEi5gSFjNA,4.6,138,Loja de queijos,"R. Direita, 205 A - Tiradentes, MG, 36325-000, Brasil",+55 32 98871-1389,https://www.instagram.com/ouro_canastra/?hl=pt-br,Fechado ⋅ Abre às 10:00,"Tiradentes, MG",queijarias,2025-07-29T06:04:48.065683,COMPLETA,-21.1101672,-44.1756045
3,Casa do Queijo,ChIJpwLNzFy5oQARUOsJkY98nVc,4.7,173,Loja de queijos,"WhatsApp&(32)9866, 9795_R. Henrique Diniz, 146 - Centro, Tiradentes - MG, 36325-000, Brasil",,,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",queijarias,2025-07-29T06:04:48.065683,COMPLETA,-21.1109108,-44.1721992
4,Queijaria Tiradentes,ChIJSd5lknG5oQARh2HIoAV6lgA,5,2,Loja atacadista de alimentos,"R. Min. Gabriel Passos, 212 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99807-5646,http://www.queijariatiradentes.com.br/,,"Tiradentes, MG",queijarias,2025-07-29T06:04:48.065683,COMPLETA,-21.108899599999997,-44.175789099999996
5,Queijaria Da Vovó,ChIJC_NHkdq5oQARUmFtHqpjWGE,4.8,9,Loja de queijos,"R. Direita, 10 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 35 99135-1422,https://www.queijariadavovo.com/,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",queijarias,2025-07-29T06:04:48.065683,COMPLETA,-21.1091944,-44.1772153
6,Sítio da Conquista,ChIJNWWymYPHoQAR99m0VONiHeg,4.8,12,Fabricante de queijo,"Unnamed Road, Tiradentes - MG, 36325-000, Brasil",+55 31 98979-0490,,Fechado ⋅ Abre sex. às 13:00,"Tiradentes, MG",queijarias,2025-07-29T06:04:48.065683,COMPLETA,-21.1255783,-44.1844105
7,Empório Sabores do Sítio - Queijo da Lúcia,ChIJ_ZPNj8fHoQARMEP1l0U2IGo,4.7,22,Loja de queijos,"Av. Min. Gabriel Passos, n° 4083 - Candonga, Tiradentes - MG, 36325-000, Brasil",+55 32 98443-1660,http://saboresdositio.com/,Fechado ⋅ Abre às 10:00,"Tiradentes, MG",queijarias,2025-07-29T06:04:48.065683,COMPLETA,-21.119321799999998,-44.1987181
9,Queijaria nossa senhora do Pilar,ChIJ66dWQwDBoQARmIM5D3F1_kY,,0,Fabricante de queijo,"Rua Caixa D'Agua - Tiradentes, MG, 36325-000, Brasil",,,,"Tiradentes, MG",queijarias,2025-07-29T06:04:48.065683,COMPLETA,-21.144800099999998,-44.1103143
2,Empório Santo Antônio Restaurante,ChIJxc3j-k2_oQARQcLgBCCK0X4,4.8,611,Restaurante,"R. Belica, 133 - Parque das Abelhas, Tiradentes - MG, 36325-000, Brasil",+55 32 3355-2433,https://www.instagram.com/emporiosantoantonio/,Fechado ⋅ Abre qui. às 12:00,"Tiradentes, MG",emporios,2025-07-29T06:04:48.907492,COMPLETA,-21.1076165,-44.1677993
4,Emporio Tiradentes,ChIJDXUt_lK_oQARSTCJri2SFQU,5,3,Loja de bebidas alcoólicas,"R. Alberto Paoluci, 144 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 3355-1774,https://www.facebook.com/Emporio-Tiradentes-234900447035522/,,"Tiradentes, MG",emporios,2025-07-29T06:04:48.907492,COMPLETA,-21.109752999999998,-44.169828599999995
5,Empório Heliodora,ChIJpRyL3Hi_oQARx_HIAICKPHk,4.6,12,Artesanato,"Largo das Forras, nº 38 - Centro Histórico, Tiradentes - MG, 36325-000, Brasil",+55 32 99912-1275,,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",emporios,2025-07-29T06:04:48.907492,COMPLETA,-21.1106314,-44.1740202
6,RESTAURANTE-CAFETERIA-LOJA EMPÓRIO MIRANTE,ChIJV68pxim_oQARM89O30iON5s,4.8,58,Restaurante,"R. Alvarenga Peixoto, 1637 - Capote, Tiradentes - MG, 36325-000, Brasil",+55 32 98404-2450,,Fechado ⋅ Abre qua. às 10:00,"Tiradentes, MG",emporios,2025-07-29T06:04:48.907492,COMPLETA,-21.103477599999998,-44.1533674
7,Empório Santa Inês de Tiradentes,ChIJBf84Oqy4oQARjJZBQyl6i5c,4.3,3,Loja de Roupa,"R. Min. Gabriel Passos, 212 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 3355-2792,,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",emporios,2025-07-29T06:04:48.907492,COMPLETA,-21.1089,-44.1757985
12,Águas de Tiradentes - Empório de Aromas,ChIJzfH1aAC_oQARMW8EvQiZcI8,5,20,Loja de cosmético,"R. dos Inconfidentes, 320 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99906-8050,,Fechado ⋅ Abre qui. às 11:00,"Tiradentes, MG",emporios,2025-07-29T06:04:48.907492,COMPLETA,-21.1113291,-44.1706906
13,Restaurante e Empório Casa de Vó,ChIJ1aBgaTG_oQARU9m7cOn2mmk,4.4,27,Restaurante,"R. dos Inconfidentes, 320 - Tiradentes, MG, 36325-000, Brasil",+55 32 98521-6666,https://patrickferreirapkz.wixsite.com/restaurantecasadevo,Fechado ⋅ Abre às 11:00,"Tiradentes, MG",emporios,2025-07-29T06:04:48.907492,COMPLETA,-21.1114093,-44.170673199999996
14,Empório Patrícia Barbosa,ChIJvdgBFEC_oQARBWTU8f9fAA4,4.8,8,Loja de artigos domésticos,"R. Alvarenga Peixoto, 1580 - Tiradentes, MG, 36325-000, Brasil",+55 32 3355-1158,https://www.emporiopatriciabarbosa.com.br/,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",emporios,2025-07-29T06:04:48.907492,COMPLETA,-21.1038304,-44.1537832
17,Vó Maria empório,ChIJX0aXbQC5oQARlsI62XNid_c,,0,Armazém,"R. Resende Costa, 54b - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99999-0891,,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",emporios,2025-07-29T06:04:48.907492,COMPLETA,-21.1107364,-44.1744519
18,Mercado Tunico,ChIJMyyArKy4oQARvbl1VVH5DD0,4.6,935,Empório gourmet,"R. Henrique Diniz, 155 - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 3355-1132,https://mercadotunico.com.br/,Fechado ⋅ Abre às 08:00,"Tiradentes, MG",emporios,2025-07-29T06:04:48.907492,COMPLETA,-21.1110775,-44.172097799999996
19,PORQUIN NA LATA,ChIJbbzqchu_oQARn_tmNAcxf6Y,4.9,20,Empório gourmet,"R. dos Inconfidentes, 421 - ljB - Centro, Tiradentes - MG, 36325-000, Brasil",+55 32 99816-3296,https://www.instagram.com/porquinnalata/,Fechado ⋅ Abre às 09:00,"Tiradentes, MG",emporios,2025-07-29T06:04:48.907492,COMPLETA,-21.111032299999998,-44.1697991
20,Empório Águas Santas,ChIJbdma7L65oQAReyC2Zrkmr2Y,3.6,5,Bar,"Av. Pres. Castelo Branco, 2012 - São Pedro (Colônia do Marçal), Tiradentes - MG, 36325-000, Brasil",+55 32 99934-1384,,Fechado ⋅ Abre às 16:00,"Tiradentes, MG",emporios,2025-07-29T06:04:48.907492,COMPLETA,-21.0784384,-44.2062198
2,Mercado Municipal Cidade Tiradentes,ChIJN9lH_Z9vzpQR6ybsbUdAoaI,4,505,Mercado de produtos agrícolas,"antigo Sacolão, Av. dos Metalúrgicos, 2229 - Cidade Tiradentes, São Paulo - SP, 08471-000, Brasil",+55 11 3227-3474,,Fechado ⋅ Abre às 08:00,"Tiradentes, MG",mercados_municipais,2025-07-29T06:04:51.102621,COMPLETA,-23.5992513,-46.401604
